Name,RxCUI,Rx_Norm_Drug_Class,Drug_Class
24 HR Nisoldipine 34 MG Extended Release Tablet [Sular],763591,CCB,CCB
24 HR Nisoldipine 8.5 MG Extended Release Oral Tablet,790489,CCB,CCB
24 HR Nisoldipine 8.5 MG Extended Release Tablet [Sular],790840,CCB,CCB
clevidipine Injectable Suspension,804537,CCB,CCB
Magnesium Sulfate 0.325 MEQ/ML Injectable Solution,829359,CCB,CCB
Magnesium Sulfate 4 MEQ/ML Injectable Solution [Sulfamag],829636,CCB,CCB
Magnesium Sulfate 0.65 MEQ/ML Injectable Solution,829734,CCB,CCB
Magnesium Sulfate 1.63 MEQ/ML Injectable Solution,829738,CCB,CCB
Magnesium Sulfate 0.163 MEQ/ML Injectable Solution,829747,CCB,CCB
Magnesium Sulfate 0.975 MEQ/ML Injectable Solution,829751,CCB,CCB
Magnesium Sulfate 0.0813 MEQ/ML Injectable Solution,829757,CCB,CCB
24 HR Diltiazem Hydrochloride 360 MG Extended Release Capsule,830795,CCB,CCB
24 HR Diltiazem Hydrochloride 360 MG Extended Release Capsule [Cardizem],830798,CCB,CCB
24 HR Diltiazem Hydrochloride 300 MG Extended Release Capsule,830801,CCB,CCB
24 HR Diltiazem Hydrochloride 300 MG Extended Release Capsule [Cardizem],830803,CCB,CCB
24 HR Diltiazem Hydrochloride 240 MG Extended Release Capsule,830837,CCB,CCB
24 HR Diltiazem Hydrochloride 240 MG Extended Release Capsule [Cardizem],830839,CCB,CCB
24 HR Diltiazem Hydrochloride 180 MG Extended Release Capsule,830845,CCB,CCB
24 HR Diltiazem Hydrochloride 180 MG Extended Release Capsule [Cardizem],830847,CCB,CCB
24 HR Diltiazem Hydrochloride 120 MG Extended Release Capsule,830861,CCB,CCB
24 HR Diltiazem Hydrochloride 120 MG Extended Release Capsule [Cardizem],830863,CCB,CCB
12 HR Diltiazem Hydrochloride 60 MG Extended Release Capsule,830865,CCB,CCB
12 HR Diltiazem Hydrochloride 60 MG Extended Release Capsule [Cardizem],830867,CCB,CCB
12 HR Diltiazem Hydrochloride 90 MG Extended Release Capsule,830869,CCB,CCB
12 HR Diltiazem Hydrochloride 90 MG Extended Release Capsule [Cardizem],830871,CCB,CCB
12 HR Diltiazem Hydrochloride 120 MG Extended Release Capsule,830872,CCB,CCB
12 HR Diltiazem Hydrochloride 120 MG Extended Release Capsule [Cardizem],830873,CCB,CCB
24 HR Diltiazem Hydrochloride 120 MG Extended Release Tablet,830874,CCB,CCB
24 HR Diltiazem Hydrochloride 120 MG Extended Release Tablet [Cardizem],830876,CCB,CCB
24 HR Diltiazem Hydrochloride 180 MG Extended Release Tablet,830877,CCB,CCB
24 HR Diltiazem Hydrochloride 180 MG Extended Release Tablet [Cardizem],830878,CCB,CCB
24 HR Diltiazem Hydrochloride 240 MG Extended Release Tablet,830879,CCB,CCB
24 HR Diltiazem Hydrochloride 240 MG Extended Release Tablet [Cardizem],830880,CCB,CCB
24 HR Diltiazem Hydrochloride 300 MG Extended Release Tablet,830882,CCB,CCB
24 HR Diltiazem Hydrochloride 300 MG Extended Release Tablet [Cardizem],830883,CCB,CCB
24 HR Diltiazem Hydrochloride 360 MG Extended Release Tablet,830897,CCB,CCB
24 HR Diltiazem Hydrochloride 360 MG Extended Release Tablet [Cardizem],830898,CCB,CCB
24 HR Diltiazem Hydrochloride 420 MG Extended Release Tablet,830900,CCB,CCB
24 HR Diltiazem Hydrochloride 420 MG Extended Release Tablet [Cardizem],830902,CCB,CCB
Diltiazem Hydrochloride 60 MG Extended Release Capsule,830922,CCB,CCB
Diltiazem Hydrochloride 60 MG Extended Release Tablet,830979,CCB,CCB
Diltiazem Hydrochloride 60 MG Oral Capsule,831012,CCB,CCB
Diltiazem Hydrochloride 90 MG Extended Release Tablet,831021,CCB,CCB
Diltiazem Hydrochloride 90 MG Extended Release Capsule,831022,CCB,CCB
Diltiazem Hydrochloride 120 MG Oral Tablet,831054,CCB,CCB
Diltiazem Hydrochloride 120 MG Oral Tablet [Cardizem],831055,CCB,CCB
Diltiazem Hydrochloride 90 MG Oral Tablet,831102,CCB,CCB
Diltiazem Hydrochloride 60 MG Oral Tablet,831103,CCB,CCB
Diltiazem Hydrochloride 120 MG Extended Release Tablet,831117,CCB,CCB
Diltiazem Hydrochloride 120 MG Extended Release Tablet [Tiamate],831119,CCB,CCB
Diltiazem Hydrochloride 90 MG Oral Tablet [Cardizem],831137,CCB,CCB
Diltiazem Hydrochloride 120 MG Extended Release Capsule,831150,CCB,CCB
Diltiazem Hydrochloride 120 MG Extended Release Capsule [Diltzac],831172,CCB,CCB
24 HR Diltiazem Hydrochloride 120 MG Extended Release Capsule [Tiazac],831193,CCB,CCB
24 HR Diltiazem Hydrochloride 120 MG Extended Release Capsule [Taztia],831196,CCB,CCB
24 HR Diltiazem Hydrochloride 120 MG Extended Release Capsule [Diltia],831209,CCB,CCB
24 HR Diltiazem Hydrochloride 120 MG Extended Release Capsule [Dilt],831215,CCB,CCB
24 HR Diltiazem Hydrochloride 120 MG Extended Release Capsule [Dilacor],831224,CCB,CCB
24 HR Diltiazem Hydrochloride 120 MG Extended Release Capsule [Cartia],831226,CCB,CCB
Diltiazem Hydrochloride 180 MG Oral Tablet,831229,CCB,CCB
Diltiazem Hydrochloride 180 MG Extended Release Tablet,831230,CCB,CCB
Diltiazem Hydrochloride 180 MG Extended Release Tablet [Tiamate],831232,CCB,CCB
Diltiazem Hydrochloride 180 MG Extended Release Capsule,831233,CCB,CCB
Diltiazem Hydrochloride 180 MG Extended Release Capsule [Diltzac],831240,CCB,CCB
Diltiazem Hydrochloride 180 MG Extended Release Capsule [Cartia],831242,CCB,CCB
24 HR Diltiazem Hydrochloride 180 MG Extended Release Capsule [Tiazac],831244,CCB,CCB
24 HR Diltiazem Hydrochloride 180 MG Extended Release Capsule [Taztia],831248,CCB,CCB
24 HR Diltiazem Hydrochloride 180 MG Extended Release Capsule [Diltia],831250,CCB,CCB
24 HR Diltiazem Hydrochloride 180 MG Extended Release Capsule [Dilt],831252,CCB,CCB
24 HR Diltiazem Hydrochloride 180 MG Extended Release Capsule [Dilacor],831254,CCB,CCB
24 HR Diltiazem Hydrochloride 180 MG Extended Release Capsule [Cartia],831255,CCB,CCB
Diltiazem Hydrochloride 240 MG Extended Release Tablet,831271,CCB,CCB
Diltiazem Hydrochloride 240 MG Extended Release Tablet [Tiamate],831273,CCB,CCB
Diltiazem Hydrochloride 240 MG Extended Release Capsule,831274,CCB,CCB
Diltiazem Hydrochloride 240 MG Extended Release Capsule [Diltzac],831282,CCB,CCB
24 HR Diltiazem Hydrochloride 240 MG Extended Release Capsule [Dilt],831285,CCB,CCB
Diltiazem Hydrochloride 240 MG Extended Release Capsule [Cartia],831288,CCB,CCB
24 HR Diltiazem Hydrochloride 240 MG Extended Release Capsule [Tiazac],831296,CCB,CCB
24 HR Diltiazem Hydrochloride 240 MG Extended Release Capsule [Taztia],831300,CCB,CCB
24 HR Diltiazem Hydrochloride 240 MG Extended Release Capsule [Diltia],831302,CCB,CCB
24 HR Diltiazem Hydrochloride 240 MG Extended Release Capsule [Dilacor],831305,CCB,CCB
24 HR Diltiazem Hydrochloride 240 MG Extended Release Capsule [Cartia],831309,CCB,CCB
Diltiazem Hydrochloride 300 MG Extended Release Tablet,831312,CCB,CCB
Diltiazem Hydrochloride 300 MG Extended Release Capsule,831313,CCB,CCB
Diltiazem Hydrochloride 300 MG Extended Release Capsule [Diltzac],831319,CCB,CCB
Diltiazem Hydrochloride 300 MG Extended Release Capsule [Cartia],831321,CCB,CCB
24 HR Diltiazem Hydrochloride 300 MG Extended Release Capsule [Tiazac],831323,CCB,CCB
24 HR Diltiazem Hydrochloride 300 MG Extended Release Capsule [Taztia],831325,CCB,CCB
24 HR Diltiazem Hydrochloride 300 MG Extended Release Capsule [Dilt],831337,CCB,CCB
24 HR Diltiazem Hydrochloride 300 MG Extended Release Capsule [Cartia],831338,CCB,CCB
Diltiazem Hydrochloride 360 MG Extended Release Capsule,831339,CCB,CCB
Diltiazem Hydrochloride 360 MG Extended Release Capsule [Diltzac],831345,CCB,CCB
24 HR Diltiazem Hydrochloride 360 MG Extended Release Capsule [Tiazac],831347,CCB,CCB
24 HR Diltiazem Hydrochloride 360 MG Extended Release Capsule [Taztia],831349,CCB,CCB
Diltiazem Hydrochloride 420 MG Extended Release Tablet,831350,CCB,CCB
Diltiazem Hydrochloride 420 MG Extended Release Capsule,831351,CCB,CCB
24 HR Diltiazem Hydrochloride 420 MG Extended Release Capsule,831359,CCB,CCB
24 HR Diltiazem Hydrochloride 420 MG Extended Release Capsule [Tiazac],831360,CCB,CCB
5 ML Diltiazem Hydrochloride 5 MG/ML Prefilled Syringe,833195,CCB,CCB
5 ML Diltiazem Hydrochloride 5 MG/ML Prefilled Syringe [Cardizem],833197,CCB,CCB
Diltiazem Hydrochloride 1 MG/ML Injectable Solution,833199,CCB,CCB
Diltiazem Hydrochloride 1 MG/ML Injectable Solution [Cardizem],833201,CCB,CCB
Diltiazem Hydrochloride 30 MG Oral Tablet,833217,CCB,CCB
Diltiazem Hydrochloride 30 MG Oral Tablet [Cardizem],833219,CCB,CCB
Diltiazem Hydrochloride 5 MG/ML Injectable Solution,833222,CCB,CCB
Diltiazem Hydrochloride 5 MG/ML Injectable Solution [Cardizem],833223,CCB,CCB
24 HR Diltiazem Hydrochloride 120 MG Extended Release Tablet [Tiamate],833694,CCB,CCB
24 HR Diltiazem Hydrochloride 180 MG Extended Release Tablet [Tiamate],833695,CCB,CCB
24 HR Diltiazem Hydrochloride 240 MG Extended Release Tablet [Tiamate],833696,CCB,CCB
24 HR Diltiazem Hydrochloride 180 MG Extended Release Capsule [Diltzac],833703,CCB,CCB
24 HR Diltiazem Hydrochloride 240 MG Extended Release Capsule [Diltzac],833704,CCB,CCB
24 HR Diltiazem Hydrochloride 300 MG Extended Release Capsule [Diltzac],833705,CCB,CCB
24 HR Diltiazem Hydrochloride 360 MG Extended Release Capsule [Diltzac],833706,CCB,CCB
12 HR Diltiazem Hydrochloride 60 MG Extended Release Oral Tablet,833707,CCB,CCB
12 HR Diltiazem Hydrochloride 90 MG Extended Release Oral Tablet,833708,CCB,CCB
24 HR Diltiazem Hydrochloride 200 MG Extended Release Oral Capsule,833716,CCB,CCB
Diltiazem Hydrochloride 60 MG Oral Tablet [Cardizem],834393,CCB,CCB
Nifedipine 20 MG Extended Release Tablet [Cardilate MR],844410,CCB,CCB
Verapamil hydrochloride 120 MG Extended Release Capsule [Univer],844411,CCB,CCB
Verapamil hydrochloride 240 MG Extended Release Capsule [Univer],844412,CCB,CCB
Verapamil hydrochloride 180 MG Extended Release Capsule [Univer],844413,CCB,CCB
Diltiazem 120 MG Extended Release Tablet [Tildiem Retard],844415,CCB,CCB
Nifedipine 20 MG Extended Release Tablet [Angiopine MR],844416,CCB,CCB
Felodipine 5 MG Extended Release Tablet [Plendil],844417,CCB,CCB
Felodipine 10 MG Extended Release Tablet [Plendil],844418,CCB,CCB
Nifedipine 20 MG Extended Release Tablet [Nifelease],844419,CCB,CCB
Nifedipine 20 MG Extended Release Tablet [Hypolar Retard 20],844420,CCB,CCB
Nifedipine 20 MG Extended Release Tablet [Adipine MR 20],844421,CCB,CCB
Diltiazem 90 MG Extended Release Tablet [Calcicard CR],844422,CCB,CCB
Diltiazem 120 MG Extended Release Tablet [Calcicard CR],844423,CCB,CCB
Nifedipine 10 MG Extended Release Tablet [Adipine MR 10],844424,CCB,CCB
Diltiazem Hydrochloride 200 MG Extended Release Capsule [Tildiem LA],844425,CCB,CCB
Nifedipine 30 MG Extended Release Tablet [Unipine XL],844428,CCB,CCB
Nifedipine 20 MG Extended Release Tablet [Nimodrel MR 20],844429,CCB,CCB
Nifedipine 10 MG Extended Release Tablet [Nimodrel MR 10],844430,CCB,CCB
Nifedipine 40 MG Extended Release Tablet [Angiopine 40 LA],844431,CCB,CCB
Diltiazem 90 MG Extended Release Tablet [Angiozem CR],844432,CCB,CCB
Diltiazem 120 MG Extended Release Tablet [Angiozem CR],844433,CCB,CCB
Nifedipine 10 MG Extended Release Tablet [Cardilate MR],844434,CCB,CCB
Nifedipine 10 MG Extended Release Tablet [Tensipine MR 10],844435,CCB,CCB
Nifedipine 20 MG Extended Release Tablet [Tensipine MR 20],844436,CCB,CCB
Felodipine 2.5 MG Extended Release Tablet [Plendil],844437,CCB,CCB
Nifedipine 40 MG Extended Release Tablet [Fortipine LA40],844438,CCB,CCB
Nifedipine 20 MG Extended Release Tablet [Adalat LA],844439,CCB,CCB
Nifedipine 20 MG Extended Release Tablet [Nifedotard 20MR],844440,CCB,CCB
Nifedipine 20 MG Extended Release Tablet [Slofedipine],844441,CCB,CCB
Nifedipine 10 MG Extended Release Tablet [Angiopine MR],844442,CCB,CCB
Nifedipine 10 MG Extended Release Tablet [Genalat Retard],844443,CCB,CCB
Nifedipine 20 MG Extended Release Tablet [Genalat Retard],844444,CCB,CCB
Nifedipine 10 MG Extended Release Tablet [Nifedipress MR 10],844450,CCB,CCB
Diltiazem 90 MG Extended Release Tablet [Tildiem Retard],844454,CCB,CCB
Nifedipine 20 MG Extended Release Tablet [Adalat Retard 20],844455,CCB,CCB
Nifedipine 20 MG Extended Release Tablet [Nifensar XL],844456,CCB,CCB
Nifedipine 20 MG Extended Release Tablet [Adalate LP],844457,CCB,CCB
Nifedipine 20 MG Extended Release Tablet [Adalat AR],844458,CCB,CCB
Nifedipine 10 MG Extended Release Tablet [Adalat Retard 10],844459,CCB,CCB
Nifedipine 20 MG Extended Release Capsule [Coracten],844460,CCB,CCB
Nifedipine 60 MG Extended Release Tablet [Adalat LA],844461,CCB,CCB
Nifedipine 10 MG Extended Release Capsule [Coracten],844462,CCB,CCB
Nifedipine 30 MG Extended Release Tablet [Procardia],844584,CCB,CCB
Nifedipine 60 MG Extended Release Tablet [Procardia],844585,CCB,CCB
Nifedipine 90 MG Extended Release Tablet [Procardia],844586,CCB,CCB
Nifedipine 10 MG Extended Release Tablet [Nivaten Retard],844721,CCB,CCB
Nifedipine 20 MG Extended Release Tablet [Coroday MR],844722,CCB,CCB
Nifedipine 20 MG Extended Release Tablet [Nifedipress MR 20],844723,CCB,CCB
Nifedipine 30 MG Extended Release Capsule,844724,CCB,CCB
Nifedipine 60 MG Extended Release Capsule,844725,CCB,CCB
Nifedipine 30 MG Extended Release Capsule [Coracten XL],844726,CCB,CCB
Nifedipine 60 MG Extended Release Capsule [Coracten XL],844727,CCB,CCB
Nifedipine 20 MG Extended Release Tablet [Nivaten Retard],844728,CCB,CCB
Nifedipine 20 MG Extended Release Tablet [Nifopress Retard],844729,CCB,CCB
Nifedipine 30 MG Extended Release Tablet [Slofedipine XL],844730,CCB,CCB
Nifedipine 60 MG Extended Release Tablet [Slofedipine XL],844731,CCB,CCB
Diltiazem 240 MG Extended Release Capsule,844733,CCB,CCB
Diltiazem 300 MG Extended Release Capsule,844734,CCB,CCB
Diltiazem 90 MG Extended Release Tablet,844735,CCB,CCB
Diltiazem 180 MG Extended Release Tablet,844736,CCB,CCB
Diltiazem 120 MG Extended Release Tablet,844737,CCB,CCB
Diltiazem 240 MG Extended Release Tablet,844738,CCB,CCB
Nifedipine 10 MG Extended Release Tablet,844741,CCB,CCB
Nifedipine 20 MG Extended Release Capsule,844745,CCB,CCB
Nifedipine 10 MG Extended Release Capsule,844748,CCB,CCB
Nifedipine 40 MG Extended Release Tablet,844750,CCB,CCB
Nifedipine 60 MG Extended Release Tablet [Nifedical],844830,CCB,CCB
Nifedipine 30 MG Extended Release Tablet [Nifedical],844846,CCB,CCB
Diltiazem 100 MG Extended Release Capsule,844872,CCB,CCB
Verapamil 80 MG Extended Release Capsule,844878,CCB,CCB
Nifedipine 60 MG Extended Release Tablet [Nifediac],844923,CCB,CCB
Nisoldipine 20 MG Extended Release Tablet [Sular],844942,CCB,CCB
Nisoldipine 30 MG Extended Release Tablet [Sular],844943,CCB,CCB
Nisoldipine 40 MG Extended Release Tablet [Sular],844944,CCB,CCB
Nifedipine 30 MG Extended Release Tablet [Adalat],845004,CCB,CCB
Nifedipine 60 MG Extended Release Tablet [Adalat],845005,CCB,CCB
Nifedipine 90 MG Extended Release Tablet [Adalat],845006,CCB,CCB
Nifedipine 30 MG Extended Release Tablet [Afeditab CR],845007,CCB,CCB
Nifedipine 60 MG Extended Release Tablet [Afeditab CR],845008,CCB,CCB
Nisoldipine 10 MG Extended Release Tablet [Sular],845009,CCB,CCB
Nisoldipine 17 MG Extended Release Tablet,845095,CCB,CCB
Nisoldipine 17 MG Extended Release Tablet [Sular],845096,CCB,CCB
Nisoldipine 25.5 MG Extended Release Tablet,845097,CCB,CCB
Nisoldipine 25.5 MG Extended Release Tablet [Sular],845098,CCB,CCB
Nisoldipine 34 MG Extended Release Tablet,845101,CCB,CCB
Nisoldipine 34 MG Extended Release Tablet [Sular],845102,CCB,CCB
Diltiazem Hydrochloride 360 MG Extended Release Capsule [Cardizem],845172,CCB,CCB
Diltiazem Hydrochloride 300 MG Extended Release Capsule [Cardizem],845173,CCB,CCB
Diltiazem Hydrochloride 240 MG Extended Release Capsule [Cardizem],845174,CCB,CCB
Diltiazem Hydrochloride 180 MG Extended Release Capsule [Cardizem],845175,CCB,CCB
Diltiazem Hydrochloride 120 MG Extended Release Capsule [Cardizem],845176,CCB,CCB
Diltiazem Hydrochloride 60 MG Extended Release Capsule [Cardizem],845177,CCB,CCB
Diltiazem Hydrochloride 90 MG Extended Release Capsule [Cardizem],845178,CCB,CCB
Diltiazem Hydrochloride 120 MG Extended Release Tablet [Cardizem],845180,CCB,CCB
Diltiazem Hydrochloride 180 MG Extended Release Tablet [Cardizem],845181,CCB,CCB
Diltiazem Hydrochloride 240 MG Extended Release Tablet [Cardizem],845182,CCB,CCB
Diltiazem Hydrochloride 300 MG Extended Release Tablet [Cardizem],845183,CCB,CCB
Diltiazem Hydrochloride 360 MG Extended Release Tablet,845184,CCB,CCB
Diltiazem Hydrochloride 360 MG Extended Release Tablet [Cardizem],845185,CCB,CCB
Diltiazem Hydrochloride 420 MG Extended Release Tablet [Cardizem],845186,CCB,CCB
Diltiazem Hydrochloride 120 MG Extended Release Capsule [Tiazac],845187,CCB,CCB
Diltiazem Hydrochloride 120 MG Extended Release Capsule [Taztia],845188,CCB,CCB
Diltiazem Hydrochloride 120 MG Extended Release Capsule [Diltia],845189,CCB,CCB
Diltiazem Hydrochloride 120 MG Extended Release Capsule [Dilt],845190,CCB,CCB
Diltiazem Hydrochloride 120 MG Extended Release Capsule [Dilacor],845191,CCB,CCB
Diltiazem Hydrochloride 120 MG Extended Release Capsule [Cartia],845192,CCB,CCB
Diltiazem Hydrochloride 180 MG Extended Release Capsule [Tiazac],845193,CCB,CCB
Diltiazem Hydrochloride 180 MG Extended Release Capsule [Taztia],845194,CCB,CCB
Diltiazem Hydrochloride 180 MG Extended Release Capsule [Diltia],845195,CCB,CCB
Diltiazem Hydrochloride 180 MG Extended Release Capsule [Dilt],845196,CCB,CCB
Diltiazem Hydrochloride 180 MG Extended Release Capsule [Dilacor],845197,CCB,CCB
Diltiazem Hydrochloride 240 MG Extended Release Capsule [Dilt],845198,CCB,CCB
Diltiazem Hydrochloride 240 MG Extended Release Capsule [Tiazac],845199,CCB,CCB
Diltiazem Hydrochloride 240 MG Extended Release Capsule [Taztia],845200,CCB,CCB
Diltiazem Hydrochloride 240 MG Extended Release Capsule [Diltia],845201,CCB,CCB
Diltiazem Hydrochloride 240 MG Extended Release Capsule [Dilacor],845202,CCB,CCB
Diltiazem Hydrochloride 300 MG Extended Release Capsule [Tiazac],845203,CCB,CCB
Diltiazem Hydrochloride 300 MG Extended Release Capsule [Taztia],845204,CCB,CCB
Diltiazem Hydrochloride 300 MG Extended Release Capsule [Dilt],845205,CCB,CCB
Diltiazem Hydrochloride 360 MG Extended Release Capsule [Tiazac],845206,CCB,CCB
Diltiazem Hydrochloride 360 MG Extended Release Capsule [Taztia],845207,CCB,CCB
Diltiazem Hydrochloride 420 MG Extended Release Capsule [Tiazac],845208,CCB,CCB
Diltiazem Hydrochloride 200 MG Extended Release Capsule,845214,CCB,CCB
Diltiazem Hydrochloride 300 MG Extended Release Capsule [Adizem-XL],845223,CCB,CCB
Diltiazem Hydrochloride 90 MG Extended Release Capsule [Dilzem SR],845224,CCB,CCB
Diltiazem Hydrochloride 120 MG Extended Release Capsule [Dilzem SR],845225,CCB,CCB
Diltiazem Hydrochloride 60 MG Extended Release Capsule [Dilzem SR],845226,CCB,CCB
Diltiazem Hydrochloride 120 MG Extended Release Capsule [Slozem],845227,CCB,CCB
Diltiazem Hydrochloride 180 MG Extended Release Capsule [Slozem],845228,CCB,CCB
Diltiazem Hydrochloride 240 MG Extended Release Capsule [Slozem],845229,CCB,CCB
Diltiazem Hydrochloride 120 MG Extended Release Capsule [Angitil SR],845230,CCB,CCB
Diltiazem Hydrochloride 90 MG Extended Release Capsule [Angitil SR],845231,CCB,CCB
Diltiazem Hydrochloride 180 MG Extended Release Capsule [Angitil SR],845232,CCB,CCB
Diltiazem Hydrochloride 300 MG Extended Release Capsule [Zemtard XL],845233,CCB,CCB
Diltiazem Hydrochloride 120 MG Extended Release Capsule [Viazem XL],845234,CCB,CCB
Diltiazem Hydrochloride 180 MG Extended Release Capsule [Viazem XL],845235,CCB,CCB
Diltiazem Hydrochloride 240 MG Extended Release Capsule [Viazem XL],845236,CCB,CCB
Diltiazem Hydrochloride 300 MG Extended Release Capsule [Viazem XL],845237,CCB,CCB
Diltiazem Hydrochloride 360 MG Extended Release Capsule [Viazem XL],845238,CCB,CCB
Diltiazem Hydrochloride 90 MG Extended Release Capsule [Dilcardia SR],845239,CCB,CCB
Diltiazem Hydrochloride 120 MG Extended Release Capsule [Dilcardia SR],845240,CCB,CCB
Diltiazem Hydrochloride 60 MG Extended Release Capsule [Dilcardia SR],845241,CCB,CCB
Diltiazem Hydrochloride 300 MG Extended Release Capsule [Tildiem LA],845242,CCB,CCB
Diltiazem Hydrochloride 240 MG Extended Release Capsule [Adizem-XL],845244,CCB,CCB
Diltiazem Hydrochloride 240 MG Extended Release Capsule [Dilzem XL],845245,CCB,CCB
Diltiazem Hydrochloride 120 MG Extended Release Capsule [Adizem-XL],845246,CCB,CCB
Diltiazem Hydrochloride 120 MG Extended Release Capsule [Dilzem XL],845247,CCB,CCB
Diltiazem Hydrochloride 180 MG Extended Release Capsule [Adizem-XL],845249,CCB,CCB
Diltiazem Hydrochloride 180 MG Extended Release Capsule [Dilzem XL],845250,CCB,CCB
Diltiazem Hydrochloride 240 MG Extended Release Capsule [Angitil XL],845252,CCB,CCB
Diltiazem Hydrochloride 300 MG Extended Release Capsule [Angitil XL],845253,CCB,CCB
Diltiazem Hydrochloride 120 MG Extended Release Capsule [Zemtard XL],845254,CCB,CCB
Diltiazem Hydrochloride 180 MG Extended Release Capsule [Zemtard XL],845255,CCB,CCB
Diltiazem Hydrochloride 240 MG Extended Release Capsule [Zemtard XL],845256,CCB,CCB
Diltiazem Hydrochloride 90 MG Extended Release Capsule [Optil SR],845257,CCB,CCB
Diltiazem Hydrochloride 120 MG Extended Release Capsule [Optil SR],845258,CCB,CCB
Diltiazem Hydrochloride 180 MG Extended Release Capsule [Optil SR],845259,CCB,CCB
Diltiazem Hydrochloride 240 MG Extended Release Capsule [Optil XL],845260,CCB,CCB
Diltiazem Hydrochloride 300 MG Extended Release Capsule [Optil XL],845261,CCB,CCB
Diltiazem Hydrochloride 120 MG Extended Release Capsule [Dilcardia XL],845262,CCB,CCB
Diltiazem Hydrochloride 180 MG Extended Release Capsule [Dilcardia XL],845263,CCB,CCB
Diltiazem Hydrochloride 240 MG Extended Release Capsule [Dilcardia XL],845264,CCB,CCB
24 HR Diltiazem Hydrochloride 120 MG Extended Release Capsule [Diltzac],848524,CCB,CCB
Diltiazem Malate 240 MG Oral Tablet,849860,CCB,CCB
12 HR Diltiazem Hydrochloride 240 MG Extended Release Capsule,849861,CCB,CCB
